resultados/ganancia_ranger.1.tsv:20170312 233428	umbral_fijo	20.00	500.00	0.03	1776111.00	17.18	1660833.00	1880833.00	1786667.00			
resultados/ganancia_ranger.0-50.tsv:20170312 225135	umbral_estimado	10.00	2000.00	0.03	1775556.00	9.39	1683333.00	1860000.00	1783333.00	38.00	32.00	34.00
resultados/ganancia_ranger.1.tsv:20170312 225135	umbral_estimado	10.00	2000.00	0.03	1775556.00	9.39	1683333.00	1860000.00	1783333.00	0.04	0.03	0.03
resultados/ganancia_ranger.800.2.tsv:20170317 151917	umbral_estimado	800.00	700.00	0.04	1769444.00	527.99	1495833.00	1961667.00	1850833.00	0.03	0.05	0.04
resultados/ganancia_ranger.0-50.tsv:20170312 234328	umbral_fijo	20.00	100.00	0.03	1766667.00	18.81	1695000.00	1751667.00	1853333.00			
resultados/ganancia_ranger.1.tsv:20170312 234328	umbral_fijo	20.00	100.00	0.03	1766667.00	18.81	1695000.00	1751667.00	1853333.00			
resultados/ganancia_ranger.200.tsv:20170314 151111	umbral_estimado	200.00	500.00	0.05	1759167.00	140.94	1526667.00	1910000.00	1840833.00	0.06	0.05	0.03
resultados/ganancia_ranger.0-50.tsv:20170312 232557	umbral_fijo	20.00	800.00	0.03	1758611.00	18.10	1688333.00	1895000.00	1692500.00			
resultados/ganancia_ranger.1.tsv:20170312 232557	umbral_fijo	20.00	800.00	0.03	1758611.00	18.10	1688333.00	1895000.00	1692500.00			
resultados/ganancia_ranger.0-50.tsv:20170312 224751	umbral_estimado	10.00	5000.00	0.03	1751389.00	8.99	1567500.00	1917500.00	1769167.00	0.03	34.00	33.00
resultados/ganancia_ranger.1.tsv:20170312 224751	umbral_estimado	10.00	5000.00	0.03	1751389.00	8.99	1567500.00	1917500.00	1769167.00	0.03	0.03	0.03
resultados/ganancia_ranger.0-50.tsv:20170312 231507	umbral_fijo	20.00	5000.00	0.03	1735833.00	13.42	1487500.00	1907500.00	1812500.00			
resultados/ganancia_ranger.1.tsv:20170312 231507	umbral_fijo	20.00	5000.00	0.03	1735833.00	13.42	1487500.00	1907500.00	1812500.00			
resultados/ganancia_ranger.0-50.tsv:20170312 225532	umbral_estimado	10.00	800.00	31.00	1722500.00	10.34	1719167.00	1768333.00	1680000.00	35.00	0.03	28.00
resultados/ganancia_ranger.1.tsv:20170312 225532	umbral_estimado	10.00	800.00	0.03	1722500.00	10.34	1719167.00	1768333.00	1680000.00	0.04	0.03	0.03
resultados/ganancia_ranger.0-50.tsv:20170312 225812	umbral_fijo	10.00	600.00	0.03	1721667.00	10.39	1475000.00	1884167.00	1805833.00			
resultados/ganancia_ranger.1.tsv:20170312 225812	umbral_fijo	10.00	600.00	0.03	1721667.00	10.39	1475000.00	1884167.00	1805833.00			
resultados/ganancia_ranger.100.tsv:20170313 235806	umbral_fijo	100.00	50.00	0.03	1720556.00	64.18	1515833.00	1900000.00	1745833.00			
resultados/ganancia_ranger.0-50.tsv:20170312 232850	umbral_fijo	20.00	700.00	0.03	1717500.00	17.30	1460000.00	1861667.00	1830833.00			
resultados/ganancia_ranger.1.tsv:20170312 232850	umbral_fijo	20.00	700.00	0.03	1717500.00	17.30	1460000.00	1861667.00	1830833.00			
resultados/ganancia_ranger.0-50.tsv:20170312 225413	umbral_fijo	10.00	800.00	0.03	1704722.00	10.41	1591667.00	1785833.00	1736667.00			
resultados/ganancia_ranger.1.tsv:20170312 225413	umbral_fijo	10.00	800.00	0.03	1704722.00	10.41	1591667.00	1785833.00	1736667.00			
